"","class_name","feature_0","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9"
"88",0,1.000000,0.833333,0.000000,0.000000,0.000000,75.000000,1.000000,2.000000,1.000000,15.000000
"89",0,1.000000,0.909091,0.000000,0.000000,0.000000,41.000000,0.000000,1.000000,1.000000,6.000000
"90",0,1.000000,0.833333,0.000000,0.000000,0.000000,38.000000,1.000000,2.000000,1.000000,6.000000
"91",0,1.000000,1.000000,0.000000,0.000000,0.000000,36.000000,3.000000,1.000000,1.000000,8.000000
"92",0,1.000000,0.833333,0.000000,0.000000,0.000000,47.000000,1.000000,2.000000,1.000000,10.000000
"93",0,1.000000,0.769231,0.000000,0.000000,0.000000,58.000000,2.000000,1.000000,1.000000,13.000000
"94",0,1.000000,0.909091,0.000000,0.000000,0.000000,50.000000,2.000000,2.000000,1.000000,10.000000
"95",0,0.909091,0.909091,0.000000,0.000000,0.000000,54.000000,0.000000,3.000000,1.000000,9.000000
"96",0,0.909091,0.909091,0.000000,0.000000,0.000000,43.000000,0.000000,1.000000,1.000000,10.000000
"97",0,0.909091,0.769231,0.000000,0.000000,0.000000,191.000000,3.000000,3.000000,1.000000,31.000000
"98",0,0.909091,0.833333,0.000000,0.000000,0.000000,69.000000,0.000000,1.000000,1.000000,12.000000
"99",0,1.000000,0.833333,0.000000,0.000000,0.000000,64.000000,0.000000,2.000000,1.000000,11.000000
"100",0,1.000000,1.000000,0.000000,0.000000,0.000000,39.000000,2.000000,1.000000,1.000000,8.000000
"101",0,1.000000,1.000000,0.000000,0.000000,0.000000,21.000000,1.000000,1.000000,1.000000,5.000000
"102",0,1.000000,0.769231,0.000000,0.000000,0.000000,153.000000,3.000000,3.000000,1.000000,25.000000
"103",0,1.000000,0.769231,0.000000,0.000000,0.000000,127.000000,3.000000,3.000000,1.000000,24.000000
"104",0,1.000000,0.833333,0.000000,0.000000,0.000000,107.000000,2.000000,2.000000,1.000000,18.000000
"105",0,1.000000,0.769231,0.000000,0.000000,0.000000,216.000000,4.000000,3.000000,1.000000,30.000000
"106",0,0.909091,0.714286,0.000000,0.000000,0.000000,280.000000,6.000000,4.000000,1.000000,50.000000
"107",0,1.000000,0.833333,0.000000,0.000000,0.000000,58.000000,1.000000,2.000000,1.000000,12.000000
"108",0,1.000000,0.909091,0.000000,0.000000,0.000000,45.000000,1.000000,1.000000,1.000000,10.000000
"109",0,1.000000,1.000000,0.000000,0.000000,0.000000,39.000000,1.000000,1.000000,1.000000,7.000000
"110",0,1.000000,0.909091,0.000000,0.000000,0.000000,33.000000,0.000000,1.000000,1.000000,7.000000
"111",0,1.000000,1.000000,0.000000,0.000000,0.000000,46.000000,3.000000,1.000000,1.000000,10.000000
"112",0,1.000000,0.833333,0.000000,0.000000,0.000000,75.000000,0.000000,2.000000,1.000000,15.000000
"113",0,1.000000,0.769231,0.000000,0.000000,0.000000,158.000000,2.000000,3.000000,1.000000,29.000000
"114",0,0.909091,0.833333,0.000000,0.000000,0.000000,86.000000,3.000000,2.000000,1.000000,18.000000
"115",0,1.000000,0.909091,0.000000,0.000000,0.000000,69.000000,0.000000,1.000000,1.000000,13.000000
"116",0,1.000000,1.000000,0.000000,0.000000,0.000000,45.000000,3.000000,1.000000,1.000000,9.000000
"117",0,0.769231,0.714286,0.000000,0.000000,0.000000,337.000000,3.000000,5.000000,1.000000,49.000000
"118",0,1.000000,0.714286,0.000000,0.000000,0.000000,274.000000,8.000000,5.000000,1.000000,39.000000
"119",0,0.909091,0.769231,0.000000,0.000000,0.000000,258.000000,5.000000,4.000000,1.000000,36.000000
"120",0,1.000000,0.909091,0.000000,0.000000,0.000000,54.000000,3.000000,1.000000,1.000000,12.000000
"121",0,0.833333,0.476190,0.000000,0.000000,1.000000,786.000000,5.000000,8.000000,1.000000,85.000000
"122",0,0.588235,0.625000,0.000000,0.000000,0.000000,678.000000,2.000000,7.000000,1.000000,86.000000
"123",0,0.909091,0.714286,0.000000,0.000000,0.000000,86.000000,1.000000,3.000000,1.000000,11.000000
"124",0,1.000000,0.833333,0.000000,0.000000,0.000000,101.000000,3.000000,3.000000,1.000000,19.000000
"125",0,1.000000,0.833333,0.000000,0.000000,0.000000,90.000000,3.000000,2.000000,1.000000,12.000000
"126",0,0.833333,0.909091,0.000000,0.000000,0.000000,97.000000,0.000000,2.000000,1.000000,11.000000
"127",0,0.909091,0.833333,0.000000,0.000000,0.000000,79.000000,0.000000,1.000000,1.000000,12.000000
"128",0,0.666667,0.833333,0.000000,0.000000,0.000000,352.000000,5.000000,4.000000,1.000000,48.000000
"129",0,0.769231,0.500000,0.000000,0.000000,0.000000,414.000000,2.000000,5.000000,1.000000,53.000000
"130",0,1.000000,0.833333,0.000000,0.000000,0.000000,173.000000,2.000000,4.000000,1.000000,28.000000
"131",0,0.833333,0.714286,0.000000,0.000000,0.000000,391.000000,4.000000,5.000000,1.000000,54.000000
"132",0,0.833333,0.714286,0.000000,0.000000,0.000000,458.000000,4.000000,5.000000,1.000000,57.000000
"133",0,1.000000,0.714286,0.000000,0.000000,0.000000,274.000000,8.000000,5.000000,1.000000,39.000000
"134",0,0.909091,0.769231,0.000000,0.000000,0.000000,258.000000,5.000000,4.000000,1.000000,36.000000
"135",0,0.833333,0.476190,0.000000,0.000000,1.000000,786.000000,5.000000,8.000000,1.000000,85.000000
"136",0,0.588235,0.625000,0.000000,0.000000,0.000000,689.000000,2.000000,7.000000,1.000000,86.000000
"137",0,1.000000,0.526316,0.000000,0.000000,0.000000,110.000000,1.000000,4.000000,1.000000,18.000000
"138",0,1.000000,0.666667,0.000000,0.000000,0.000000,96.000000,3.000000,2.000000,1.000000,18.000000
"139",0,1.000000,0.769231,0.000000,0.000000,0.000000,90.000000,3.000000,3.000000,1.000000,12.000000
"140",0,0.833333,0.909091,0.000000,0.000000,0.000000,95.000000,0.000000,2.000000,1.000000,11.000000
"141",0,0.909091,0.833333,0.000000,0.000000,0.000000,81.000000,0.000000,1.000000,1.000000,13.000000
"142",0,1.000000,0.769231,0.000000,0.000000,0.000000,287.000000,9.000000,4.000000,1.000000,41.000000
"143",0,0.666667,0.833333,0.000000,0.000000,0.000000,410.000000,4.000000,4.000000,1.000000,54.000000
"144",0,0.769231,0.500000,0.000000,0.000000,0.000000,414.000000,2.000000,5.000000,1.000000,53.000000
"145",0,1.000000,0.833333,0.000000,0.000000,0.000000,173.000000,2.000000,4.000000,1.000000,28.000000
"146",0,1.000000,0.714286,0.000000,0.000000,0.000000,276.000000,1.000000,5.000000,1.000000,40.000000
"147",0,0.909091,0.769231,0.000000,0.000000,0.000000,134.000000,3.000000,3.000000,1.000000,20.000000
"148",0,1.000000,0.833333,0.000000,0.000000,0.000000,135.000000,0.000000,3.000000,1.000000,21.000000
"149",0,1.000000,0.588235,0.000000,0.000000,0.000000,332.000000,1.000000,5.000000,1.000000,40.000000
"150",0,0.909091,0.833333,0.000000,0.000000,0.000000,283.000000,1.000000,3.000000,1.000000,39.000000
"151",0,0.909091,0.909091,0.000000,0.000000,0.000000,81.000000,2.000000,1.000000,1.000000,15.000000
"152",0,1.000000,1.000000,0.000000,0.000000,0.000000,82.000000,2.000000,1.000000,1.000000,16.000000
"153",0,0.909091,0.769231,0.000000,0.000000,0.000000,252.000000,5.000000,4.000000,1.000000,31.000000
"154",0,1.000000,1.000000,0.000000,0.000000,0.000000,76.000000,2.000000,2.000000,1.000000,8.000000
"155",0,1.000000,0.909091,0.000000,0.000000,0.000000,85.000000,0.000000,1.000000,1.000000,12.000000
"156",0,1.000000,0.909091,0.000000,0.000000,0.000000,95.000000,1.000000,1.000000,1.000000,16.000000
"157",0,1.000000,0.769231,0.000000,0.000000,0.000000,191.000000,4.000000,4.000000,1.000000,33.000000
"158",0,0.909091,0.833333,0.000000,0.000000,0.000000,227.000000,1.000000,3.000000,1.000000,34.000000
"159",0,1.000000,1.000000,0.000000,0.000000,0.000000,98.000000,0.000000,1.000000,1.000000,18.000000
"160",0,0.833333,0.714286,0.000000,0.000000,0.000000,496.000000,7.000000,5.000000,1.000000,61.000000
"161",0,0.909091,0.769231,0.000000,0.000000,0.000000,312.000000,8.000000,5.000000,1.000000,44.000000
"162",0,0.833333,0.769231,0.000000,0.000000,0.000000,252.000000,3.000000,4.000000,1.000000,33.000000
"163",0,0.909091,0.454545,0.000000,0.000000,1.000000,751.000000,5.000000,9.000000,1.000000,83.000000
"164",0,0.833333,0.476190,0.000000,0.000000,1.000000,800.000000,5.000000,8.000000,1.000000,87.000000
"165",0,0.625000,0.625000,0.000000,0.000000,0.000000,637.000000,6.000000,6.000000,1.000000,82.000000
"166",0,0.909091,1.000000,0.000000,0.000000,0.000000,107.000000,2.000000,4.000000,1.000000,18.000000
"167",0,0.909091,1.000000,0.000000,0.000000,0.000000,141.000000,3.000000,2.000000,1.000000,19.000000
"168",0,1.000000,1.000000,0.000000,0.000000,0.000000,101.000000,2.000000,3.000000,1.000000,14.000000
"169",0,0.833333,0.909091,0.000000,0.000000,0.000000,119.000000,0.000000,2.000000,1.000000,16.000000
"170",0,0.909091,0.909091,0.000000,0.000000,0.000000,114.000000,0.000000,1.000000,1.000000,20.000000
"171",0,0.769231,0.769231,0.000000,0.000000,0.000000,428.000000,11.000000,5.000000,1.000000,65.000000
"172",0,0.769231,0.500000,0.000000,0.000000,0.000000,415.000000,3.000000,5.000000,1.000000,59.000000
"173",0,1.000000,0.833333,0.000000,0.000000,0.000000,163.000000,1.000000,4.000000,1.000000,28.000000
"174",0,0.588235,0.625000,0.000000,0.000000,0.000000,709.000000,2.000000,7.000000,1.000000,88.000000
"175",0,1.000000,0.500000,0.000000,0.000000,0.000000,129.000000,2.000000,5.000000,1.000000,21.000000
"176",0,0.909091,0.769231,0.000000,0.000000,0.000000,85.000000,1.000000,2.000000,1.000000,14.000000
"177",0,0.833333,0.769231,0.000000,0.000000,0.000000,169.000000,3.000000,4.000000,1.000000,28.000000
"178",0,0.833333,0.555556,0.000000,0.000000,0.000000,546.000000,6.000000,5.000000,1.000000,71.000000
"179",0,0.625000,0.714286,0.000000,0.000000,0.000000,479.000000,3.000000,5.000000,1.000000,67.000000
"180",0,0.625000,0.714286,0.000000,0.000000,0.000000,479.000000,3.000000,5.000000,1.000000,67.000000
"181",0,1.000000,1.000000,0.000000,0.000000,0.000000,88.000000,2.000000,2.000000,1.000000,16.000000
"182",0,1.000000,1.000000,0.000000,0.000000,0.000000,72.000000,2.000000,2.000000,1.000000,9.000000
"183",0,0.833333,1.000000,0.000000,0.000000,0.000000,85.000000,0.000000,1.000000,1.000000,11.000000
"184",0,1.000000,0.666667,0.000000,0.000000,0.000000,109.000000,4.000000,2.000000,1.000000,21.000000
"185",0,0.909091,0.909091,0.000000,0.000000,0.000000,79.000000,1.000000,1.000000,1.000000,14.000000
"186",0,0.769231,0.769231,0.000000,0.000000,0.000000,256.000000,7.000000,5.000000,1.000000,37.000000
"187",0,0.833333,0.714286,0.000000,0.000000,0.000000,248.000000,5.000000,2.000000,1.000000,44.000000
"188",0,0.909091,0.909091,0.000000,0.000000,0.000000,138.000000,1.000000,3.000000,1.000000,22.000000
"189",0,0.833333,0.833333,0.000000,0.000000,0.000000,203.000000,9.000000,2.000000,1.000000,33.000000
"190",0,0.666667,0.714286,0.000000,0.000000,0.000000,470.000000,4.000000,5.000000,1.000000,58.000000
"191",0,0.833333,0.714286,0.000000,0.000000,0.000000,284.000000,9.000000,5.000000,1.000000,41.000000
"192",0,0.909091,0.714286,0.000000,0.000000,0.000000,243.000000,2.000000,5.000000,1.000000,36.000000
"193",0,1.000000,0.588235,0.000000,0.000000,0.000000,599.000000,6.000000,6.000000,1.000000,76.000000
"194",0,0.625000,0.769231,0.000000,0.000000,0.000000,420.000000,5.000000,4.000000,1.000000,59.000000
"195",0,1.000000,0.526316,0.000000,0.000000,0.000000,87.000000,2.000000,3.000000,1.000000,13.000000
"196",0,1.000000,0.588235,0.000000,0.000000,0.000000,101.000000,0.000000,4.000000,1.000000,13.000000
"197",0,1.000000,0.625000,0.000000,0.000000,0.000000,118.000000,2.000000,3.000000,1.000000,20.000000
"198",0,1.000000,1.000000,0.000000,0.000000,0.000000,86.000000,2.000000,2.000000,1.000000,12.000000
"199",0,0.833333,0.909091,0.000000,0.000000,0.000000,111.000000,0.000000,2.000000,1.000000,14.000000
"200",0,1.000000,0.909091,0.000000,0.000000,0.000000,84.000000,1.000000,1.000000,1.000000,13.000000
"201",0,0.666667,0.833333,0.000000,0.000000,0.000000,406.000000,5.000000,3.000000,1.000000,50.000000
"202",0,0.769231,0.625000,0.000000,0.000000,0.000000,419.000000,6.000000,5.000000,1.000000,56.000000
"203",0,1.000000,0.769231,0.000000,0.000000,0.000000,199.000000,2.000000,4.000000,1.000000,31.000000
"204",0,0.833333,0.714286,0.000000,0.000000,0.000000,464.000000,4.000000,5.000000,1.000000,57.000000
"205",0,1.000000,0.714286,0.000000,0.000000,0.000000,274.000000,8.000000,5.000000,1.000000,39.000000
"206",0,0.833333,0.909091,0.000000,0.000000,0.000000,95.000000,0.000000,2.000000,1.000000,12.000000
"207",0,0.909091,0.769231,0.000000,0.000000,0.000000,258.000000,5.000000,4.000000,1.000000,36.000000
"208",0,0.833333,0.476190,0.000000,0.000000,1.000000,786.000000,5.000000,8.000000,1.000000,85.000000
"209",0,0.588235,0.625000,0.000000,0.000000,0.000000,687.000000,2.000000,7.000000,1.000000,84.000000
"210",0,1.000000,0.526316,0.000000,0.000000,0.000000,110.000000,1.000000,4.000000,1.000000,18.000000
"211",0,1.000000,0.666667,0.000000,0.000000,0.000000,96.000000,3.000000,2.000000,1.000000,18.000000
"212",0,1.000000,0.769231,0.000000,0.000000,0.000000,90.000000,3.000000,3.000000,1.000000,12.000000
"213",0,0.833333,0.909091,0.000000,0.000000,0.000000,95.000000,0.000000,2.000000,1.000000,11.000000
"214",0,0.909091,0.833333,0.000000,0.000000,0.000000,81.000000,0.000000,1.000000,1.000000,13.000000
"215",0,0.666667,0.833333,0.000000,0.000000,0.000000,410.000000,4.000000,4.000000,1.000000,54.000000
"216",0,0.769231,0.500000,0.000000,0.000000,0.000000,414.000000,2.000000,5.000000,1.000000,53.000000
"217",0,0.909091,0.909091,0.000000,0.000000,0.000000,89.000000,1.000000,1.000000,1.000000,15.000000
"218",0,1.000000,0.833333,0.000000,0.000000,0.000000,173.000000,2.000000,4.000000,1.000000,28.000000
"219",0,0.833333,0.714286,0.000000,0.000000,0.000000,461.000000,4.000000,5.000000,1.000000,57.000000
"220",0,1.000000,0.714286,0.000000,0.000000,0.000000,274.000000,8.000000,5.000000,1.000000,39.000000
"221",0,0.909091,0.769231,0.000000,0.000000,0.000000,256.000000,5.000000,4.000000,1.000000,36.000000
"222",0,0.833333,0.476190,0.000000,0.000000,1.000000,784.000000,5.000000,9.000000,1.000000,85.000000
"223",0,0.588235,0.625000,0.000000,0.000000,0.000000,684.000000,2.000000,7.000000,1.000000,86.000000
"224",0,1.000000,0.526316,0.000000,0.000000,0.000000,112.000000,0.000000,3.000000,1.000000,18.000000
"225",0,1.000000,0.666667,0.000000,0.000000,0.000000,98.000000,3.000000,2.000000,1.000000,18.000000
"226",0,1.000000,0.769231,0.000000,0.000000,0.000000,94.000000,3.000000,3.000000,1.000000,12.000000
"227",0,0.833333,0.909091,0.000000,0.000000,0.000000,95.000000,0.000000,2.000000,1.000000,11.000000
"228",0,0.666667,0.833333,0.000000,0.000000,0.000000,410.000000,4.000000,4.000000,1.000000,55.000000
"229",0,0.909091,0.833333,0.000000,0.000000,0.000000,85.000000,0.000000,1.000000,1.000000,13.000000
"230",0,0.666667,0.833333,0.000000,0.000000,0.000000,408.000000,4.000000,4.000000,1.000000,54.000000
"231",0,0.769231,0.500000,0.000000,0.000000,0.000000,407.000000,2.000000,5.000000,1.000000,53.000000
"232",0,1.000000,0.833333,0.000000,0.000000,0.000000,174.000000,2.000000,4.000000,1.000000,28.000000
"233",0,0.833333,0.769231,0.000000,0.000000,0.000000,336.000000,5.000000,4.000000,1.000000,43.000000
"234",0,0.833333,0.714286,0.000000,0.000000,0.000000,266.000000,3.000000,6.000000,1.000000,35.000000
"235",0,0.909091,0.769231,0.000000,0.000000,0.000000,221.000000,1.000000,4.000000,1.000000,34.000000
"236",0,0.666667,0.476190,0.000000,0.000000,1.000000,767.000000,3.000000,8.000000,1.000000,85.000000
"237",0,0.588235,0.625000,0.000000,0.000000,0.000000,694.000000,1.000000,7.000000,1.000000,84.000000
"238",0,1.000000,1.000000,0.000000,0.000000,0.000000,95.000000,2.000000,2.000000,1.000000,16.000000
"239",0,0.769231,0.500000,0.000000,0.000000,0.000000,419.000000,2.000000,5.000000,1.000000,54.000000
"240",0,1.000000,0.625000,0.000000,0.000000,0.000000,93.000000,3.000000,3.000000,1.000000,15.000000
"241",0,1.000000,0.769231,0.000000,0.000000,0.000000,100.000000,2.000000,3.000000,1.000000,11.000000
"242",0,0.833333,0.909091,0.000000,0.000000,0.000000,105.000000,0.000000,2.000000,1.000000,12.000000
"243",0,0.909091,0.833333,0.000000,0.000000,0.000000,96.000000,2.000000,1.000000,1.000000,14.000000
"244",0,0.625000,0.833333,0.000000,0.000000,0.000000,391.000000,7.000000,4.000000,1.000000,50.000000
"245",0,0.769231,0.769231,0.000000,0.000000,0.000000,367.000000,1.000000,5.000000,1.000000,50.000000
"246",0,1.000000,0.833333,0.000000,0.000000,0.000000,164.000000,1.000000,4.000000,1.000000,28.000000
"247",0,0.909091,0.833333,0.000000,0.000000,0.000000,144.000000,1.000000,1.000000,1.000000,23.000000
"248",0,0.909091,0.833333,0.000000,0.000000,0.000000,133.000000,2.000000,1.000000,1.000000,24.000000
"249",0,0.909091,0.909091,0.000000,0.000000,0.000000,120.000000,2.000000,2.000000,1.000000,21.000000
